timestamp,user,filename,to_removable_media
2026-08-01 15:10:00,USER_001,doc_858.pdf,0
2026-08-01 14:03:00,USER_001,doc_189.pdf,0
2026-08-01 14:26:00,USER_001,doc_532.pdf,0
2026-08-01 09:40:00,USER_001,doc_130.pdf,0
2026-08-01 10:11:00,USER_001,doc_323.pdf,0
2026-08-01 11:23:00,USER_001,doc_617.pdf,0
2026-08-01 14:32:00,USER_001,doc_127.pdf,0
2026-08-01 14:11:00,USER_001,doc_303.pdf,0
2026-08-01 09:56:00,USER_005,doc_320.pdf,0
2026-08-01 15:07:00,USER_005,doc_444.pdf,0
2026-08-01 09:29:00,USER_005,doc_194.pdf,0
2026-08-01 11:51:00,USER_005,doc_199.pdf,0
2026-08-01 11:40:00,USER_005,doc_967.pdf,0
2026-08-01 11:33:00,USER_005,doc_718.pdf,0
2026-08-01 10:52:00,USER_005,doc_926.pdf,0
2026-08-01 08:59:00,USER_005,doc_847.pdf,0
2026-08-01 12:32:00,USER_005,doc_649.pdf,0
2026-08-01 09:40:00,USER_005,doc_487.pdf,0
2026-08-01 09:17:00,USER_005,doc_665.pdf,0
2026-08-01 11:07:00,USER_005,doc_949.pdf,0
2026-08-01 13:58:00,USER_005,doc_733.pdf,0
2026-08-01 09:06:00,USER_008,doc_489.pdf,0
2026-08-01 10:37:00,USER_008,doc_564.pdf,0
2026-08-01 13:40:00,USER_008,doc_954.pdf,0
2026-08-01 11:21:00,USER_008,doc_266.pdf,0
2026-08-01 11:24:00,USER_008,doc_463.pdf,0
2026-08-01 10:02:00,USER_008,doc_786.pdf,0
2026-08-01 10:31:00,USER_008,doc_818.pdf,0
2026-08-01 14:04:00,USER_008,doc_763.pdf,0
2026-08-01 08:51:00,USER_008,doc_723.pdf,0
2026-08-01 13:40:00,USER_008,doc_275.pdf,0
2026-08-01 12:48:00,USER_008,doc_846.pdf,0
2026-08-01 10:20:00,USER_008,doc_267.pdf,0
2026-08-01 14:17:00,USER_016,doc_997.pdf,0
2026-08-01 15:34:00,USER_016,doc_422.pdf,0
2026-08-01 11:15:00,USER_016,doc_771.pdf,0
2026-08-01 13:42:00,USER_016,doc_505.pdf,0
2026-08-01 14:56:00,USER_016,doc_569.pdf,0
2026-08-01 10:40:00,USER_016,doc_371.pdf,0
2026-08-01 10:38:00,USER_016,doc_352.pdf,0
2026-08-01 15:48:00,USER_016,doc_674.pdf,0
2026-08-01 14:02:00,USER_016,doc_369.pdf,0
2026-08-01 15:49:00,USER_016,doc_698.pdf,0
2026-08-01 13:06:00,USER_016,doc_697.pdf,0
2026-08-02 14:45:00,USER_020,doc_208.pdf,0
2026-08-02 15:46:00,USER_020,doc_405.pdf,0
2026-08-02 15:53:00,USER_020,doc_619.pdf,0
2026-08-02 15:37:00,USER_020,doc_303.pdf,0
2026-08-02 11:44:00,USER_020,doc_482.pdf,0
2026-08-02 16:56:00,USER_020,doc_265.pdf,0
2026-08-02 15:02:00,USER_020,doc_897.pdf,0
2026-08-02 14:57:00,USER_020,doc_100.pdf,0
2026-08-02 15:32:00,USER_020,doc_431.pdf,0
2026-08-02 14:36:00,USER_020,doc_119.pdf,0
2026-08-03 09:08:00,USER_001,doc_849.pdf,0
2026-08-03 12:33:00,USER_001,doc_935.pdf,0
2026-08-03 09:00:00,USER_001,doc_878.pdf,0
2026-08-03 12:57:00,USER_001,doc_884.pdf,0
2026-08-03 09:29:00,USER_001,doc_231.pdf,0
2026-08-03 14:02:00,USER_001,doc_586.pdf,0
2026-08-03 13:06:00,USER_001,doc_269.pdf,0
2026-08-03 15:03:00,USER_002,doc_419.pdf,0
2026-08-03 12:22:00,USER_002,doc_787.pdf,0
2026-08-03 14:30:00,USER_002,doc_482.pdf,0
2026-08-03 12:42:00,USER_002,doc_629.pdf,0
2026-08-03 12:49:00,USER_002,doc_223.pdf,0
2026-08-03 11:04:00,USER_002,doc_330.pdf,0
2026-08-03 09:30:00,USER_002,doc_446.pdf,0
2026-08-03 09:08:00,USER_002,doc_702.pdf,0
2026-08-03 13:41:00,USER_002,doc_335.pdf,0
2026-08-03 13:59:00,USER_002,doc_325.pdf,0
2026-08-03 09:01:00,USER_002,doc_172.pdf,0
2026-08-03 09:43:00,USER_003,doc_626.pdf,0
2026-08-03 11:08:00,USER_003,doc_385.pdf,0
2026-08-03 14:49:00,USER_003,doc_597.pdf,0
2026-08-03 10:56:00,USER_003,doc_652.pdf,0
2026-08-03 10:14:00,USER_003,doc_840.pdf,0
2026-08-03 13:59:00,USER_003,doc_690.pdf,0
2026-08-03 13:09:00,USER_003,doc_348.pdf,0
2026-08-03 13:09:00,USER_003,doc_926.pdf,0
2026-08-03 12:35:00,USER_003,doc_294.pdf,0
2026-08-03 09:55:00,USER_003,doc_199.pdf,0
2026-08-03 14:44:00,USER_003,doc_541.pdf,0
2026-08-03 12:08:00,USER_003,doc_533.pdf,0
2026-08-03 12:37:00,USER_003,doc_578.pdf,0
2026-08-03 15:20:00,USER_003,doc_155.pdf,0
2026-08-03 14:51:00,USER_003,doc_769.pdf,0
2026-08-03 11:03:00,USER_004,doc_296.pdf,0
2026-08-03 10:33:00,USER_004,doc_649.pdf,0
2026-08-03 12:45:00,USER_004,doc_243.pdf,0
2026-08-03 12:32:00,USER_004,doc_287.pdf,0
2026-08-03 11:18:00,USER_004,doc_573.pdf,0
2026-08-03 11:03:00,USER_004,doc_995.pdf,0
2026-08-03 09:34:00,USER_004,doc_553.pdf,0
2026-08-03 13:37:00,USER_004,doc_200.pdf,0
2026-08-03 12:26:00,USER_005,doc_318.pdf,0
2026-08-03 11:45:00,USER_005,doc_160.pdf,0
2026-08-03 09:44:00,USER_005,doc_488.pdf,0
2026-08-03 08:21:00,USER_005,doc_499.pdf,0
2026-08-03 10:35:00,USER_005,doc_902.pdf,0
2026-08-03 12:12:00,USER_005,doc_392.pdf,0
2026-08-03 11:56:00,USER_005,doc_813.pdf,0
2026-08-03 14:34:00,USER_005,doc_902.pdf,0
2026-08-03 13:04:00,USER_005,doc_777.pdf,0
2026-08-03 14:27:00,USER_005,doc_598.pdf,0
2026-08-03 09:39:00,USER_005,doc_294.pdf,0
2026-08-03 10:51:00,USER_005,doc_322.pdf,0
2026-08-03 08:49:00,USER_005,doc_693.pdf,0
2026-08-03 14:36:00,USER_005,doc_655.pdf,0
2026-08-03 08:51:00,USER_005,doc_865.pdf,0
2026-08-03 11:00:00,USER_005,doc_158.pdf,0
2026-08-03 08:45:00,USER_005,doc_698.pdf,0
2026-08-03 12:24:00,USER_005,doc_614.pdf,0
2026-08-03 12:51:00,USER_005,doc_261.pdf,0
2026-08-03 08:49:00,USER_005,doc_620.pdf,0
2026-08-03 14:19:00,USER_006,doc_222.pdf,0
2026-08-03 15:44:00,USER_006,doc_352.pdf,0
2026-08-03 15:49:00,USER_006,doc_708.pdf,0
2026-08-03 11:13:00,USER_006,doc_734.pdf,0
2026-08-03 11:34:00,USER_006,doc_529.pdf,0
2026-08-03 16:29:00,USER_006,doc_697.pdf,0
2026-08-03 15:42:00,USER_006,doc_635.pdf,0
2026-08-03 13:34:00,USER_006,doc_367.pdf,0
2026-08-03 12:37:00,USER_006,doc_785.pdf,0
2026-08-03 16:59:00,USER_006,doc_421.pdf,0
